Timestamp,Throttle,RotationalThrust,State,Condition,Terrain
1716215721,0,0,,,
1716215721,0,0,,,
1716215721,0,0,,,
1716215722,0,0,,,
1716215722,0,0,,,
1716215722,0,0,,,
1716215722,0,0,,,
1716215722,0,0,,,
1716215723,0,0,,,
1716215723,0,0,,,
1716215723,0,0,,,
1716215723,0,0,,,
1716215723,0,0,,,
1716215724,0,0,,,
1716215724,0,0,,,
1716215724,0,0,,,
1716215724,0,0,,,
1716215724,0,0,,,
1716215725,0,0,,,
1716215725,0,0,,,
